db_table,db_id,db_code,db_name,db_unit,db_status,db_ziel,match_score,match_sheet,match_row,match_name,match_unit,match_dref,xl_status,xl_ziel,drift_status,drift_ziel,best_scale_status,best_drift_status,best_scale_ziel,best_drift_ziel,verdict_status,verdict_ziel
VerbrauchData,195,4.1.1.1,Zieleinfluss Pers.-Verkehrsleist./Pers.,%,100.0,100.0,1.0,4. Verbrauch,126,*Zieleinfluss Pers.-Verkehrsleist./Pers.,%,1.882,100,100,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,204,4.1.1.10,Stromverbrauch PVk,GWh/a,12924.48246,128603.79306954842,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,205,4.1.1.11,Anteil Verbrenn.Trakt.an Endverbr.PVk,%,97.0,30.900000000000006,1.0,4. Verbrauch,138,Anteil Verbrenn.Trakt.an Endverbr.PVk,% v.[136] +[142] ,,97,30.892841576984495,0.0,0.00023166417525925762,1.0,0.0,1.0,0.00023166417525925762,EXACT,PASS
VerbrauchData,206,4.1.1.12,Nutzungsgrad Verbrenn.Traktion (NG k),%,25.5,28.4,1.0,4. Verbrauch,139,Nutzungsgrad Verbrenn.Traktion (NG k),%,1.913,25.5,28.407000000000004,0.0,0.00024641813637501326,1.0,0.0,1.0,0.00024641813637501326,EXACT,PASS
VerbrauchData,207,4.1.1.13,Anteil NE Verbrenn.Trakt.an Endverbr.PVk,%,24.735,8.775600000000003,1.0,4. Verbrauch,140,Anteil NE Verbrenn.Trakt.an Endverbr.PVk,% v.[136] +[142] ,,24.735,8.775729506773986,0.0,1.475737987183489e-05,1.0,0.0,1.0,1.475737987183489e-05,EXACT,PASS_COSMETIC
VerbrauchData,208,4.1.1.14,Anteil NE Verbrenn.Trakt.an NE ges.PVk,%,91.3573407202216,14.002067856322284,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,209,4.1.1.15,Kohlenwasserstoff-Verbr.(gasf.) PVk,GWh/a,417891.59954,57508.78734947971,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,240,4.1.1.15.1,Alternativ zur Verbrennungsmotoren: Brennstoffzellen (FC) -Traktion: (Passiv),,,,0.95,4. Verbrauch,143,Alternativ zur Verbrennungsmotoren: Brennstoffzellen (FC) -Traktion:,,1.919,,(Passiv),,inf,,,1.0,inf,NO_DATA,NO_MATCH
VerbrauchData,210,4.1.1.16,Anteil FC-Trakt.an Endverbr.PVk,%,0.0,0.0,1.0,4. Verbrauch,144,Anteil FC-Trakt.an Endverbr.PVk,% v.[136] +[148] ,,,0,,0.0,,,1.0,0.0,NO_DATA,EXACT
VerbrauchData,211,4.1.1.17,Nutzungsgrad FC-Traktion (NG FC),%,35.0,35.0,1.0,4. Verbrauch,145,Nutzungsgrad FC-Traktion (NG FC),%,1.924,35,35,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,212,4.1.1.18,Anteil NE FC-Trakt.an Endverbr.PVk,%,0.0,0.0,1.0,4. Verbrauch,146,Anteil NE FC-Trakt.an Endverbr.PVk,% v.[136] +[148] ,,,0,,0.0,,,1.0,0.0,NO_DATA,EXACT
VerbrauchData,213,4.1.1.19,Anteil NE FC-Trakt.an NE ges.PVk,%,0.0,0.0,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,196,4.1.1.2,Bedarfsniveau PVk (nach Entwicklung),GWh/a,430816.08200000005,430816.08200000005,1.0,4. Verbrauch,127,=Bedarfsniveau PVk (nach Entwicklung),GWh/a,,430933.11543676304,430933.11543676304,0.0002715814416916351,0.0002715814416916351,1.0,0.0002715814416916351,1.0,0.0002715814416916351,PASS,PASS
VerbrauchData,214,4.1.1.20,Wasserstoffverbrauch PVk,GWh/a,0.0,0.0,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,197,4.1.1.3,Nutzungsgrad Traktionsmix,%,27.075,62.6736,1.0,4. Verbrauch,128,*Nutzungsgrad Traktionsmix ,%,,27.075,62.67931307672608,0.0,9.114772395619843e-05,1.0,0.0,1.0,9.114772395619843e-05,EXACT,PASS_COSMETIC
VerbrauchData,236,4.1.1.4.0,Nutzenergie (NE) gesamt PVk,GWh/a,116643.4542015,0.0,1.0,4. Verbrauch,129,=Nutzenergie (NE) gesamt PVk ,GWh/a,,116675.14100450359,,0.0002715814416916867,,1.0,0.0002715814416916867,,,PASS,NO_DATA
VerbrauchData,237,4.1.1.4.1,Nutzenergie (NE) gesamt PVk,GWh/a,0.0,116643.4542015,1.0,4. Verbrauch,129,=Nutzenergie (NE) gesamt PVk ,GWh/a,,116675.14100450359,,1.0,,1.0,1.0,,,DRIFT,NO_DATA
VerbrauchData,199,4.1.1.5,Anteil Elektrotraktion an PvK-Leistung,%,8.6,86.0,1.0,4. Verbrauch,131,Anteil Elektrotraktion an PvK-Leistung,% v.[135] + [141] ,1.888,8.642659279778393,86,0.004935897435897384,0.0,1.0,0.004935897435897384,1.0,0.0,DRIFT,EXACT
VerbrauchData,200,4.1.1.6,Anteil Elektrotraktion an Endverbr. PVk,%,3.0,69.1,1.0,4. Verbrauch,132,Anteil Elektrotraktion an Endverbr. PVk,% v.[136] + [142] ,1.897,3,69.1071584230155,0.0,0.00010358439239670742,1.0,0.0,1.0,0.00010358439239670742,EXACT,PASS
VerbrauchData,201,4.1.1.7,Nutzungsgrad Elektrotraktion (NG e),%,78.0,78.0,1.0,4. Verbrauch,133,Nutzungsgrad Elektrotraktion (NG e),%,1.906,78,78,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,202,4.1.1.8,Anteil NE Elektrotrakt.an Endverbr. PVk,%,2.34,53.897999999999996,1.0,4. Verbrauch,134,Anteil NE Elektrotrakt.an Endverbr. PVk,% v.[136] + [142] ,,2.34,53.9035835699521,0.0,0.00010358439239675486,1.0,0.0,1.0,0.00010358439239675486,EXACT,PASS
VerbrauchData,203,4.1.1.9,Anteil NE Elektrotrakt.an NE ges.PVk,%,8.642659279778393,85.99793214367772,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,215,4.1.2,davon Güterverkehr u. a. (GVk),%,32.599999999999994,32.599999999999994,1.0,4. Verbrauch,150,*davon Güterverkehr u. a. (GVk),%,,32.58167818045524,32.58167818045524,0.0005620190044402552,0.0005620190044402552,1.0,0.0005620190044402552,1.0,0.0005620190044402552,PASS,PASS
VerbrauchData,216,4.1.2.1,Zieleinfluss Güterverk.-Leistung/Pers.,%,100.0,100.0,1.0,4. Verbrauch,151,*Zieleinfluss Güterverk.-Leistung/Pers.,%,1.930,100,100,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,225,4.1.2.10,Stromverbrauch GVk,GWh/a,15211.515014,68917.96699332153,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,226,4.1.2.11,Anteil Verbrenn.-Trakt.an Endverbr.GVk,%,92.7,33.099999999999994,1.0,4. Verbrauch,163,Anteil Verbrenn.-Trakt.an Endverbr.GVk,% v.[161] +[167] ,,92.69019450067265,33.07871721099083,0.0001057766917729926,0.0006429845622103669,1.0,0.0001057766917729926,1.0,0.0006429845622103669,PASS,PASS
VerbrauchData,227,4.1.2.12,Nutzungsgrad Verbrenn.-Traktion (NG k),%,27.0,30.1,1.0,4. Verbrauch,139,Nutzungsgrad Verbrenn.Traktion (NG k),%,1.913,25.5,28.407000000000004,0.05555555555555555,0.05624584717607966,1.0,0.05555555555555555,1.0,0.05624584717607966,DRIFT,DRIFT
VerbrauchData,228,4.1.2.13,Anteil NE Verbrenn-Trakt.an Endverbr.GVk,%,25.029,9.963099999999999,1.0,4. Verbrauch,165,Anteil NE Verbrenn-Trakt.an Endverbr.GVk,% v.[161] +[167] ,,25.026352515181618,9.949416562721824,0.00010577669177283931,0.0013734116166830498,1.0,0.00010577669177283931,1.0,0.0013734116166830498,PASS,DRIFT
VerbrauchData,229,4.1.2.14,Anteil NE Verbrenn.Trakt.an NE ges.GVk,%,81.46665364710478,16.03199608657802,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,230,4.1.2.15,Kohlenwasserstoff-Verbr.(gasf.) GVk,GWh/a,193165.40298599997,34098.42612076146,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,241,4.1.2.15.1,Alternativ zur Kraftstofftraktion: Brennstoffzellen (FC) -Traktion: (Passiv),,,,0.949,4. Verbrauch,168,Alternativ zur Kraftstofftraktion: Brennstoffzellen (FC) -Traktion:,,,,(Passiv),,inf,,,1.0,inf,NO_DATA,NO_MATCH
VerbrauchData,231,4.1.2.16,Anteil FC-Trakt.an Endverbr.GVk,%,0.0,0.0,1.0,4. Verbrauch,169,Anteil FC-Trakt.an Endverbr.GVk,% v.[161] +[173] ,,,0,,0.0,,,1.0,0.0,NO_DATA,EXACT
VerbrauchData,232,4.1.2.17,Nutzungsgrad FC-Traktion (NG FC),%,35.0,35.0,1.0,4. Verbrauch,145,Nutzungsgrad FC-Traktion (NG FC),%,1.924,35,35,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,233,4.1.2.18,Anteil NE FC-Trakt.an Endverbr.GVk,%,0.0,0.0,1.0,4. Verbrauch,171,Anteil NE FC-Trakt.an Endverbr.GVk,% v.[161] +[173] ,,,0,,0.0,,,1.0,0.0,NO_DATA,EXACT
VerbrauchData,234,4.1.2.19,Anteil NE FC-Trakt.an NE ges.GVk,%,0.0,0.0,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,217,4.1.2.2,Bedarfsniveau GVk (nach Entwicklung),GWh/a,208376.91799999998,208376.91799999998,1.0,4. Verbrauch,152,=Bedarfsniveau GVk (nach Entwicklung),GWh/a,,208259.76834669884,208259.76834669884,0.0005622007198567826,0.0005622007198567826,1.0,0.0005622007198567826,1.0,0.0005622007198567826,PASS,PASS
VerbrauchData,235,4.1.2.20,Wasserstoffverbrauch GVk,GWh/a,0.0,0.0,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,218,4.1.2.3,Nutzungsgrad Traktionsmix,%,30.723,62.145100000000006,1.0,4. Verbrauch,128,*Nutzungsgrad Traktionsmix ,%,,27.075,62.67931307672608,0.11873840445269015,0.008522956785951729,1.0,0.11873840445269015,1.0,0.008522956785951729,DRIFT,DRIFT
VerbrauchData,238,4.1.2.4.0,Nutzenergie (NE) gesamt GVk,GWh/a,64019.64051714,0.0,1.0,4. Verbrauch,154,=Nutzenergie (NE) gesamt GVk ,GWh/a,,63994.06329335034,,0.00039952151532016356,,1.0,0.00039952151532016356,,,PASS,NO_DATA
VerbrauchData,239,4.1.2.4.1,Nutzenergie (NE) gesamt GVk,GWh/a,0.0,64019.64051714,1.0,4. Verbrauch,154,=Nutzenergie (NE) gesamt GVk ,GWh/a,,63994.06329335034,,1.0,,1.0,1.0,,,DRIFT,NO_DATA
VerbrauchData,220,4.1.2.5,Anteil Elektrotraktion an GVk-Leistung,%,18.6,84.0,1.0,4. Verbrauch,156,Anteil Elektrotraktion an GVk-Leistung,% v.[160] + [166] ,1.936,18.555220450955044,84,0.0024075026368256544,0.0,1.0,0.0024075026368256544,1.0,0.0,DRIFT,EXACT
VerbrauchData,221,4.1.2.6,Anteil Elektrotraktion an Endverbr. GVk,%,7.3,66.9,1.0,4. Verbrauch,157,Anteil Elektrotraktion an Endverbr. GVk,% v.[161] +[167] ,1.945,7.309805499327357,66.92128278900917,0.0013414172686618813,0.00031802721230350537,1.0,0.0013414172686618813,1.0,0.00031802721230350537,DRIFT,PASS
VerbrauchData,222,4.1.2.7,Nutzungsgrad Elektrotraktion (NG e),%,78.0,78.0,1.0,4. Verbrauch,133,Nutzungsgrad Elektrotraktion (NG e),%,1.906,78,78,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,223,4.1.2.8,Anteil NE Elektrotrakt.an Endverbr. GVk,%,5.694,52.18200000000001,1.0,4. Verbrauch,159,Anteil NE Elektrotrakt.an Endverbr. GVk,% v.[161] +[167] ,,5.701648289475338,52.19860057542715,0.001341417268661841,0.0003180272123033856,1.0,0.001341417268661841,1.0,0.0003180272123033856,DRIFT,PASS
VerbrauchData,224,4.1.2.9,Anteil NE Elektrotrakt.an NE ges.GVk,%,18.533346352895226,83.96800391342198,0.0,,,,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,242,5.0,Bedarfsniveau (statisch),GWh/a,114520.0,114520.0,1.0,4. Verbrauch,45,Bedarfsniveau (statisch),GWh/a,,798867.2532382089,798867.2532382089,0.8566470217225789,0.8566470217225789,1.0,0.8566470217225789,1.0,0.8566470217225789,DRIFT,DRIFT
VerbrauchData,243,5.1,Zieleinfluss Luftverk.-Leistung/Person,%,100.0,100.0,1.0,4. Verbrauch,177,*Zieleinfluss Luftverk.-Leistung/Person,%,1.968,100,100,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,244,5.2,Bedarfsniv. Luftverk. (nach Entwicklung),GWh/a,114520.0,114520.0,1.0,4. Verbrauch,178,=Bedarfsniv. Luftverk. (nach Entwicklung),GWh/a,,114519.90062392101,114519.900623921,8.67761779480415e-07,8.677617796074838e-07,1.0,8.67761779480415e-07,1.0,8.677617796074838e-07,PASS_COSMETIC,PASS_COSMETIC
VerbrauchData,245,5.2.1,Zieleinfluss Luftverkehrs-Effizienz,%,100.0,87.0,1.0,4. Verbrauch,179,*Zieleinfluss Luftverkehrs-Effizienz,%,1.973,100,87,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,246,5.2.2,Kraftstoffverbrauch (flüssig) Luftverkehr,GWh/a,114520.0,99632.4,1.0,4. Verbrauch,180,=Kraftstoffverbrauch (flüssig) Luftverkehr,GWh/a,,114519.90062392101,99632.31354281127,8.67761779480415e-07,8.677617795154685e-07,1.0,8.67761779480415e-07,1.0,8.677617795154685e-07,PASS_COSMETIC,PASS_COSMETIC
VerbrauchData,247,6.0,Endenergieverbrauch MA gesamt,GWh/a,753713.0,388761.3735331111,0.9,4. Verbrauch,182,Endenergieverbrauch MA gesamt,GWh/a,,753712.784407383,388748.88640887616,2.8604073042737385e-07,3.212028016435196e-05,1.0,2.8604073042737385e-07,1.0,3.212028016435196e-05,PASS_COSMETIC,PASS_COSMETIC
VerbrauchData,248,6.1,davon Kraftstoffe,GWh/a,725577.002526,191239.61347024117,0.9,4. Verbrauch,183,davon Kraftstoffe,GWh/a,,725561.4069447867,191199.44330611525,2.1494040135047884e-05,0.00021005148147386409,1.0,2.1494040135047884e-05,1.0,0.00021005148147386409,PASS_COSMETIC,PASS
VerbrauchData,249,6.1.1,davon Wasserstoff (FC-Traktion),GWh/a,0.0,0.0,0.9,4. Verbrauch,184,davon Wasserstoff (FC-Traktion),GWh/a,,0,0,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,250,6.1.2,davon Kohlenwassserst.(gasförmig),GWh/a,611057.002526,91607.21347024117,0.9,4. Verbrauch,185,davon Kohlenwassserst.(gasförmig),GWh/a,,611041.5063208656,91567.12976330398,2.535967196247676e-05,0.0004375605961446822,1.0,2.535967196247676e-05,1.0,0.0004375605961446822,PASS_COSMETIC,PASS
VerbrauchData,251,6.1.3,"dav.Kohlenwasserst. (flüssig, für Luftverk.)",GWh/a,114520.0,99632.4,0.9,4. Verbrauch,186,"dav.Kohlenwasserst. (flüssig, für Luftverk.)",GWh/a,,114519.90062392101,99632.31354281127,8.67761779480415e-07,8.677617795154685e-07,1.0,8.67761779480415e-07,1.0,8.677617795154685e-07,PASS_COSMETIC,PASS_COSMETIC
VerbrauchData,252,6.2,davon Strom,GWh/a,28135.997474,197521.76006286996,0.9,3. Bedarfsniveau,16,davon Strom,GWh/a,,329214.0656749311,329214.0656749311,0.9145358585565974,0.40002028875064927,100.0,0.8829918626559615,1.0,0.40002028875064927,DRIFT_SCALE_100.0,DRIFT
VerbrauchData,253,7,Strom-Endverbrauch insgesamt,GWh/a,461869.2220968377,1005742.8543367754,1.0,4. Verbrauch,189,Strom-Endverbrauch insgesamt,GWh/a,,467131.23274726106,1003827.9660048089,0.011264523289262354,0.0019039542003300874,1.0,0.011264523289262354,1.0,0.0019039542003300874,DRIFT,DRIFT
VerbrauchData,254,8,Endenergieverbrauch insgesamt,GWh/a,2432616.134253548,1863864.838399511,1.0,4. Verbrauch,18,Endenergieverbrauch insgesamt,GWh/a,,2437188.6728744195,1855292.3330287721,0.0018761529100160478,0.004599317071778699,1.0,0.0018761529100160478,1.0,0.004599317071778699,DRIFT,DRIFT
VerbrauchData,255,9,Grundstoff-Synthetisierung,,,,1.0,4. Verbrauch,193,Grundstoff-Synthetisierung,,,,,,,,,,,NO_DATA,NO_DATA
VerbrauchData,256,9.1,Bedarfsniveau Grundstoffe (statisch),kWh/a/Pers.,2337.0,2337.0,1.0,4. Verbrauch,194,Bedarfsniveau Grundstoffe (statisch),kWh/a/Pers.,1.584,2336.626000262364,2336.626000262364,0.0001600341196559866,0.0001600341196559866,1.0,0.0001600341196559866,1.0,0.0001600341196559866,PASS,PASS
VerbrauchData,257,9.1.1,* Zieleinfluss Kunststofferzeugung/Pers.,%,100.0,53.0,1.0,4. Verbrauch,195,*Zieleinfluss Kunststofferzeugung/Pers.,%,1.584,100,53,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,258,9.1.2,= Bedarf an Grundstoffen,GWh/a,197841.0,104855.0,1.0,4. Verbrauch,196,=Bedarf an Grundstoffen,GWh/a,,197840.5485562902,104855.4907348338,2.2818511320273785e-06,4.680106214399264e-06,1.0,2.2818511320273785e-06,1.0,4.680106214399264e-06,PASS_COSMETIC,PASS_COSMETIC
VerbrauchData,259,9.1.3,* Anteil aus H2 synthetisierter Grundstoffe,%,0.0,73.0,1.0,4. Verbrauch,197,*Anteil aus H2 synthetisierter Grundstoffe ,%,1.981,0,73,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
VerbrauchData,260,9.1.4,= Bedarf an synthetischen Grundstoffen,GWh/a,0.0,76544.15,1.0,4. Verbrauch,198,=Bedarf an synthetischen Grundstoffen,GWh/a,,0,76544.50823642868,0.0,4.6801062145228355e-06,1.0,0.0,1.0,4.6801062145228355e-06,EXACT,PASS_COSMETIC
RenewableData,181,5.1,Anbaufläche Energiepflanzen für Biogas,ha,1410000.0,1307000.0,1.0,2. Erneuerbare,98,Anbaufläche Energiepflanzen für Biogas,ha,,1410000,1307000,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
RenewableData,182,5.1.1,Biogas – Methanertrag,MWh/ha/a,50.9,40.7528,1.0,2. Erneuerbare,99,*Biogas - Methanertrag,MWh/ha/a,1.373,50.94089834515367,40.75271867612294,0.0008028587339893706,1.995540847790436e-06,1.0,0.0008028587339893706,1.0,1.995540847790436e-06,PASS,PASS_COSMETIC
RenewableData,183,5.1.2,Biogas aus Energiepflanzen-Anbau,GWh/a,71769.0,53263.9096,1.0,2. Erneuerbare,100,+=Biogas aus Energiepflanzen-Anbau,GWh/a,,71826.66666666667,53263.80330969268,0.0008028587339893008,1.9955408477558853e-06,1.0,0.0008028587339893008,1.0,1.9955408477558853e-06,PASS,PASS_COSMETIC
RenewableData,184,5.2,Biogas aus Abfall-/Reststoffverwertung,GWh/a,15998.0,44571.0,1.0,2. Erneuerbare,102,+Biogas aus Abfall-/Reststoffverwertung,GWh/a,1.384,15997.66081871345,44571.22807017545,2.120148059446361e-05,5.116982082942454e-06,1.0,2.120148059446361e-05,1.0,5.116982082942454e-06,PASS_COSMETIC,PASS_COSMETIC
RenewableData,185,5.3,Biogas aus Kläranlagen und Deponien,GWh/a,4558.0,12762.0,1.0,2. Erneuerbare,103,+Biogas aus Kläranlagen und Deponien,GWh/a,1.391,4557.894736842105,12762.105263157895,2.3094154869465565e-05,8.24810293634715e-06,1.0,2.3094154869465565e-05,1.0,8.24810293634715e-06,PASS_COSMETIC,PASS_COSMETIC
RenewableData,186,5.4,Biogasaufkommen insgesamt,GWh/a,92325.0,110596.9096,1.0,2. Erneuerbare,104,=Biogasaufkommen insgesamt,GWh/a,,92382.22222222223,110597.13664302602,0.0006194072933706603,2.052883401112668e-06,1.0,0.0006194072933706603,1.0,2.052883401112668e-06,PASS,PASS_COSMETIC
RenewableData,187,5.4.1,davon Einsatz für Prozesswärme,%,0.0,15.510515772029533,1.0,2. Erneuerbare,81,=davon Einsatz für Prozesswärme,GWh/a,,25697.16007897475,115591.43019165192,1.0,0.9998658160406328,1.0,1.0,10000.0,0.2547544395647979,DRIFT,DRIFT_SCALE_10000.0
RenewableData,188,5.4.1.1,Biogas für Prozesswärme,GWh/a,0.0,17154.151106885245,1.0,2. Erneuerbare,106,=Biogas für Prozesswärme,GWh/a,,0,17161.289945777084,0.0,0.00041598498215428156,1.0,0.0,1.0,0.00041598498215428156,EXACT,PASS
RenewableData,189,5.4.2,davon für Verstromung,%,96.1,0.0,1.0,2. Erneuerbare,64,*davon für Verstromung,%,1.291,5.394273899051208,0,0.943868117595721,0.0,0.01,0.8218481267387944,1.0,0.0,DRIFT_SCALE_0.01,EXACT
RenewableData,190,5.4.2.1,Nutzungsgrad Kraftwerk,%,37.5,45.0,1.0,2. Erneuerbare,84,*Nutzungsgrad Kraftwerk,%,1.337,25,35,0.3333333333333333,0.2222222222222222,1.0,0.3333333333333333,1.0,0.2222222222222222,DRIFT,DRIFT
RenewableData,191,5.4.2.2,Bruttostromerzeugung,GWh/a,33271.621875,0.0,1.0,2. Erneuerbare,15,=Bruttostromerzeugung,GWh/a,,44339.5105,365420.8998001215,0.24961684286072577,1.0,1.0,0.24961684286072577,1.0,1.0,DRIFT,DRIFT
RenewableData,192,5.4.2.3,Nutzungsgrad KWK-Abwärme effektiv,%,21.9,25.0,1.0,2. Erneuerbare,86,*Nutzungsgrad KWK-Abwärme effektiv,%,1.344,45,45,0.5133333333333334,0.4444444444444444,1.0,0.5133333333333334,1.0,0.4444444444444444,DRIFT,DRIFT
RenewableData,193,5.4.2.4,Gebäudewärme (Endenergie),GWh/a,19430.627174999998,0.0,1.0,2. Erneuerbare,112,=Gebäudewärme (Endenergie),GWh/a,,19431.7392172003,0,5.7228135262136095e-05,0.0,1.0,5.7228135262136095e-05,1.0,0.0,PASS_COSMETIC,EXACT
RenewableData,194,5.4.3,davon Biomethan für mobile Anwendungen,%,1.2,84.5,1.0,2. Erneuerbare,114,*davon Biomethan für mobile Anwendungen,%,1.419,1.2498871057044014,84.48306125576423,0.039913289349670096,0.0002004585116659542,1.0,0.039913289349670096,1.0,0.0002004585116659542,DRIFT,PASS
RenewableData,195,5.4.3.1,Nutzungsgrad Kraftstoffbereitstellung,%,98.0,98.0,1.0,2. Erneuerbare,115,*Nutzungsgrad Kraftstoffbereitstellung,%,1.424,98,98,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
RenewableData,196,5.4.3.2,Biokraftstoff (gasförmig),GWh/a,1085.7420000000002,91585.30083975999,1.0,2. Erneuerbare,116,=Biokraftstoff (gasförmig),GWh/a,,1131.580013848367,91567.12976330396,0.040507974060514866,0.0001984060355691709,1.0,0.040507974060514866,1.0,0.0001984060355691709,DRIFT,PASS
RenewableData,197,5.4.4,davon Flüssigkraftstoff für mobile Anwendungen,%,2.7,0.0,0.588,3. Bedarfsniveau,31,Mobile Anwendungen,GWh/a,,753712.784407383,753712.784407383,0.9999964177335773,1.0,10000.0,0.9641773357722343,1.0,1.0,DRIFT_SCALE_10000.0,DRIFT
RenewableData,198,5.4.4.1,Nutzungsgrad Kraftstofferzeugung,%,45.0,45.0,1.0,2. Erneuerbare,119,*Nutzungsgrad Kraftstofferzeugung,%,1.435,45,45,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
RenewableData,199,5.4.4.2,Biokraftstoff (flüssig),GWh/a,1121.74875,0.0,1.0,2. Erneuerbare,120,=Biokraftstoff (flüssig),GWh/a,,1103.7364581266124,0,0.016057331798575696,0.0,1.0,0.016057331798575696,1.0,0.0,DRIFT,EXACT
RenewableData,180,5,,,,,0,,,,,,,,,,,,,,NO_DATA,NO_DATA
RenewableData,241,6.1,Biodiesel (inkl. Pflanzenöl),,738429.602,498520.30083976,1.0,2. Erneuerbare,123,Biodiesel (inkl. Pflanzenöl),,#REF!,,,,,,,,,NO_DATA,NO_DATA
RenewableData,242,6.1.1,Anbaufläche Ölpflanzen für Biodiesel,ha,665000.0,303000.0,1.0,2. Erneuerbare,124,Anbaufläche Ölpflanzen für Biodiesel,ha,,665000,303000,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
RenewableData,245,6.1.2,Biodiesel aus Import (+) / Export (-),GWh/a,13403.0,0.0,1.0,2. Erneuerbare,128,+Biodiesel aus Import (+) / Export (-),GWh/a,1.458,13402.583333333332,0,3.108756746011187e-05,0.0,1.0,3.108756746011187e-05,1.0,0.0,PASS_COSMETIC,EXACT
RenewableData,246,6.1.3,Biodiesel Gesamtaufkommen,GWh/a,25240.0,4302.6,1.0,2. Erneuerbare,129,=Biodiesel Gesamtaufkommen ,GWh/a,,25206.333333333332,4302.6,0.0013338615953513422,0.0,1.0,0.0013338615953513422,1.0,0.0,DRIFT,EXACT
RenewableData,243,6.1.1.1,Biodiesel – Energieertrag,MWh/ha/a,17.8,14.2,1.0,2. Erneuerbare,125,*Biodiesel - Energieertrag,MWh/ha/a,1.450,17.75,14.200000000000001,0.0028089887640449836,0.0,1.0,0.0028089887640449836,1.0,0.0,DRIFT,EXACT
RenewableData,244,6.1.1.2,Biodiesel aus eigenem Anbau,GWh/a,11837.0,4302.6,1.0,2. Erneuerbare,126,+=Biodiesel aus eigenem Anbau,GWh/a,,11803.75,4302.6,0.0028089887640449437,0.0,1.0,0.0028089887640449437,1.0,0.0,DRIFT,EXACT
RenewableData,247,6.1.3.1,davon Einsatz für mobile Anwendungen,%,99.1,100.0,1.0,2. Erneuerbare,130,*davon Einsatz für mobile Anwendungen,%,1.472,99.07430672185562,100,0.00025926617703707084,0.0,1.0,0.00025926617703707084,1.0,0.0,PASS,EXACT
RenewableData,248,6.1.3.1.1,Biokraftstoff (flüssig),GWh/a,25012.84,4302.6,1.0,2. Erneuerbare,120,=Biokraftstoff (flüssig),GWh/a,,1103.7364581266124,0,0.9558732051967465,1.0,0.01,0.773380322668197,0.0001,0.43026000000000003,DRIFT_SCALE_0.01,DRIFT_SCALE_0.0001
RenewableData,249,6.1.3.2,davon Einsatz für Verstromung,%,0.9,0.0,1.0,2. Erneuerbare,83,=davon Einsatz für Verstromung,GWh/a,,6741.271131958609,0,0.9998664940213229,0.0,10000.0,0.25096987422682127,1.0,0.0,DRIFT_SCALE_10000.0,EXACT
RenewableData,250,6.1.3.2.1,Nutzungsgrad Blockheizkraftwerk,%,39.0,39.0,1.0,2. Erneuerbare,134,*Nutzungsgrad Blockheizkraftwerk,%,1.482,39,39,0.0,0.0,1.0,0.0,1.0,0.0,EXACT,EXACT
RenewableData,251,6.1.3.2.2,Bruttostromerzeugung,GWh/a,88.5924,0.0,1.0,2. Erneuerbare,15,=Bruttostromerzeugung,GWh/a,,44339.5105,365420.8998001215,0.9980019535849409,1.0,1000.0,0.4995111262365621,1.0,1.0,DRIFT_SCALE_1000.0,DRIFT
RenewableData,252,6.1.3.2.3,Nutzungsgrad KWK-Abwärme effektiv,%,50.0,50.0,1.0,2. Erneuerbare,86,*Nutzungsgrad KWK-Abwärme effektiv,%,1.344,45,45,0.1,0.1,1.0,0.1,1.0,0.1,DRIFT,DRIFT
