formula_id,formula_key,formula_category,formula_type,is_fixed,db_expression,excel_book,excel_sheet,excel_cell,resolution_note,oos_reason
266,2.2,renewable,status,True,Renewable_2_2_1,_S.xlsx,2. Erneuerbare,L34,Via renewable_to_excel.csv ('Offshore-Windstrom'),
267,2.2.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L35,Via renewable_to_excel.csv ('Install. Offshore-Leistung Deutschland'),
268,2.2.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L16,Via renewable_to_excel.csv ('Vollbetriebstunden jährlich'),
887,2.2.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M16,Via renewable_to_excel.csv ('Vollbetriebstunden jährlich'),
14,2.2.1.2,renewable,status,False,Renewable_2_2_1 * Renewable_2_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,L37,Via renewable_to_excel.csv ('Bruttostromerzeugung Deutschland'),
269,2.2.1.2.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L38,Via renewable_to_excel.csv ('Einwohner Deutschland'),
889,2.2.1.2.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M38,Via renewable_to_excel.csv ('Einwohner Deutschland'),
270,2.2.1.2.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L39,Via renewable_to_excel.csv ('Energieverbraucher Deutschland 100%EE'),
890,2.2.1.2.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M39,Via renewable_to_excel.csv ('Energieverbraucher Deutschland 100%EE'),
15,2.2.1.2.3,renewable,status,False,Renewable_2_2_1_2 / Renewable_2_2_1_2_1 * Renewable_2_2_1_2_2,_S.xlsx,2. Erneuerbare,L40,Via renewable_to_excel.csv ('Bruttostromerz.Anteil Deutschland 100%EE'),
891,2.2.1.2.3_ziel_target,renewable,ziel,False,Renewable_2_2_1_2 / Renewable_2_2_1_2_1 * Renewable_2_2_1_2_2,_S.xlsx,2. Erneuerbare,M40,Via renewable_to_excel.csv ('Bruttostromerz.Anteil Deutschland 100%EE'),
888,2.2.1.2_ziel_target,renewable,ziel,False,Renewable_2_2_1 * Renewable_2_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,M37,Via renewable_to_excel.csv ('Bruttostromerzeugung Deutschland'),
886,2.2.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M35,Via renewable_to_excel.csv ('Install. Offshore-Leistung Deutschland'),
885,2.2_ziel_target,renewable,ziel,True,Renewable_2_2_1,_S.xlsx,2. Erneuerbare,M34,Via renewable_to_excel.csv ('Offshore-Windstrom'),
271,3.,renewable,status,False,Renewable_5_4_3_1 + Renewable_5_4_3_2 + Renewable_6_1_3_1 + Renewable_6_1_3_1_1 + Renewable_6_1_3_2 + Renewable_6_1_3_2_1 + Renewable_6_1_3_2_2 + Renewable_6_1_3_2_3 + Renewable_6_1_3_2_4 + Renewable_10_3_1 + Renewable_4_1_3_1 + Renewable_4_1_3_2 + Renewable_4_1_3_3 + Renewable_4_1_3_4 + Renewable_3_1 + Renewable_3_1_1 + Renewable_3_1_1_1 + Renewable_3_1_1_2 + Renewable_4_3_1 + Renewable_4_3_2 + Renewable_4_3_3 + Renewable_4_3_3_1 + Renewable_4_3_3_2 + Renewable_4_3_3_3 + Renewable_4_3_3_4 + Renewable_4_3_4 + Renewable_4_3_4_1 + Renewable_4_3_4_2 + Renewable_9_3_1_1 + Renewable_9_3_3 + Renewable_9_4_3_2 + Renewable_9_2_1_3_1 + Renewable_9_2_1_3_2 + Renewable_9_3_1 + Renewable_9_3_1_2 + Renewable_9_3_2 + Renewable_9_3_2_1 + Renewable_9_3_4 + Renewable_9_4_3_1 + Renewable_9_4_3_3 + Renewable_7_1_4_3_1 + Renewable_7_1_4_3_2 + Renewable_7_1_4_3_3 + Renewable_7_1_4_3_4,_S.xlsx,2. Erneuerbare,L42,Via renewable_to_excel.csv ('Laufwasser'),
272,3.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L43,Via renewable_to_excel.csv ('Bodenfläche Nds.'),
273,3.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L44,Via renewable_to_excel.csv ('Nutzanteil am techn. Potenzial'),
274,3.1.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L45,Via renewable_to_excel.csv ('Energieertrag (techn. Potenzial)'),
895,3.1.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M45,Via renewable_to_excel.csv ('Energieertrag (techn. Potenzial)'),
16,3.1.1.2,renewable,status,False,Renewable_3_1 * Renewable_3_1_1 / 100 * Renewable_3_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,L15,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
896,3.1.1.2_ziel_target,renewable,ziel,False,Renewable_3_1 * Renewable_3_1_1 / 100 * Renewable_3_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,M15,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
894,3.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M44,Via renewable_to_excel.csv ('Nutzanteil am techn. Potenzial'),
893,3.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M43,Via renewable_to_excel.csv ('Bodenfläche Nds.'),
892,3._ziel_target,renewable,ziel,False,Renewable_5_4_3_1 + Renewable_5_4_3_2 + Renewable_6_1_3_1 + Renewable_6_1_3_1_1 + Renewable_6_1_3_2 + Renewable_6_1_3_2_1 + Renewable_6_1_3_2_2 + Renewable_6_1_3_2_3 + Renewable_6_1_3_2_4 + Renewable_10_3_1 + Renewable_4_1_3_1 + Renewable_4_1_3_2 + Renewable_4_1_3_3 + Renewable_4_1_3_4 + Renewable_3_1 + Renewable_3_1_1 + Renewable_3_1_1_1 + Renewable_3_1_1_2 + Renewable_4_3_1 + Renewable_4_3_2 + Renewable_4_3_3 + Renewable_4_3_3_1 + Renewable_4_3_3_2 + Renewable_4_3_3_3 + Renewable_4_3_3_4 + Renewable_4_3_4 + Renewable_4_3_4_1 + Renewable_4_3_4_2 + Renewable_9_3_1_1 + Renewable_9_3_3 + Renewable_9_4_3_2 + Renewable_9_2_1_3_1 + Renewable_9_2_1_3_2 + Renewable_9_3_1 + Renewable_9_3_1_2 + Renewable_9_3_2 + Renewable_9_3_2_1 + Renewable_9_3_4 + Renewable_9_4_3_1 + Renewable_9_4_3_3 + Renewable_7_1_4_3_1 + Renewable_7_1_4_3_2 + Renewable_7_1_4_3_3 + Renewable_7_1_4_3_4,_S.xlsx,2. Erneuerbare,M42,Via renewable_to_excel.csv ('Laufwasser'),
275,4.,renewable,status,False,Renewable_5_4_1 + Renewable_5_4_1_1 + Renewable_5_4_2 + Renewable_5_4_2_1 + Renewable_5_4_2_2 + Renewable_5_4_2_3 + Renewable_5_4_2_4 + Renewable_5_4_3 + Renewable_5_4_3_1 + Renewable_5_4_3_2 + Renewable_5_4_4 + Renewable_5_4_4_1 + Renewable_5_4_4_2 + Renewable_10_4_1 + Renewable_10_4_1_1 + Renewable_10_4_1_2 + Renewable_10_4_1_3 + Renewable_10_4_2 + Renewable_10_4_3 + Renewable_4_4 + Renewable_4_4_1 + Renewable_4_4_2 + Renewable_4_1 + Renewable_4_1_1 + Renewable_4_1_1_1 + Renewable_4_1_1_1_1 + Renewable_4_1_1_1_1_1 + Renewable_4_1_1_1_1_2 + Renewable_4_1_2 + Renewable_4_1_2_1 + Renewable_4_1_2_1_1 + Renewable_4_1_2_1_2 + Renewable_4_1_3 + Renewable_4_1_3_1 + Renewable_4_1_3_2 + Renewable_4_1_3_3 + Renewable_4_1_3_4 + Renewable_4_3 + Renewable_4_3_1 + Renewable_4_3_2 + Renewable_4_3_3 + Renewable_4_3_3_1 + Renewable_4_3_3_2 + Renewable_4_3_3_3 + Renewable_4_3_3_4 + Renewable_4_3_4 + Renewable_4_3_4_1 + Renewable_4_3_4_2 + Renewable_4_2 + Renewable_4_2_1 + Renewable_4_2_1_1 + Renewable_4_2_1_1_1 + Renewable_4_2_1_1_2 + Renewable_4_2_1_1_2_1 + Renewable_4_2_1_1_2_2 + Renewable_4_2_1_1_2_3 + Renewable_4_2_1_1_2_4 + Renewable_9_4_3_2 + Renewable_9_2_1_4_1 + Renewable_9_2_1_4_2 + Renewable_9_4_1 + Renewable_9_4_2 + Renewable_9_4_3 + Renewable_9_4_3_1 + Renewable_9_4_3_3 + Renewable_7_1_4_1 + Renewable_7_1_4_2 + Renewable_7_1_4_3 + Renewable_7_1_4_3_1 + Renewable_7_1_4_3_2 + Renewable_7_1_4_3_3 + Renewable_7_1_4_3_4,_S.xlsx,2. Erneuerbare,L48,Via renewable_to_excel.csv ('Biogene Brennstoffe (fest)'),
276,4.1,renewable,status,False,Renewable_5_4_1_1 + Renewable_10_4_1_1 + Renewable_10_4_1_2 + Renewable_10_4_1_3 + Renewable_4_1_1 + Renewable_4_1_2 + Renewable_4_1_3,_S.xlsx,2. Erneuerbare,L49,Via renewable_to_excel.csv ('Energieholz'),
277,4.1.1,renewable,status,False,Renewable_4_1_1_1,_S.xlsx,2. Erneuerbare,L50,Via renewable_to_excel.csv ('Aus Forstwirtschaft'),
17,4.1.1.1,renewable,status,False,LandUse_LU_3.1,_S.xlsx,2. Erneuerbare,L51,Via renewable_to_excel.csv ('Nutzbare Forstfläche'),
278,4.1.1.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L52,Via renewable_to_excel.csv ('Energet. genutzter Anteil am Zuwachs'),
279,4.1.1.1.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L9,Via renewable_to_excel.csv ('Energieertrag'),
902,4.1.1.1.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M9,Via renewable_to_excel.csv ('Energieertrag'),
18,4.1.1.1.1.2,renewable,status,False,Renewable_4_1_1_1 * Renewable_4_1_1_1_1 / 100 * Renewable_4_1_1_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,L54,Via renewable_to_excel.csv ('Energieholzaufkommen'),
903,4.1.1.1.1.2_ziel_target,renewable,ziel,False,Renewable_4_1_1_1 * Renewable_4_1_1_1_1 / 100 * Renewable_4_1_1_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,M54,Via renewable_to_excel.csv ('Energieholzaufkommen'),
901,4.1.1.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M52,Via renewable_to_excel.csv ('Energet. genutzter Anteil am Zuwachs'),
900,4.1.1.1_ziel_target,renewable,ziel,False,LandUse_LU_3.1,_S.xlsx,2. Erneuerbare,M51,Via renewable_to_excel.csv ('Nutzbare Forstfläche'),
899,4.1.1_ziel_target,renewable,ziel,False,Renewable_4_1_1_1,_S.xlsx,2. Erneuerbare,M50,Via renewable_to_excel.csv ('Aus Forstwirtschaft'),
280,4.1.2,renewable,status,False,Renewable_4_1_2_1,_S.xlsx,2. Erneuerbare,L56,"Via renewable_to_excel.csv ('Aus Ackerbau (KUP, Miscanthus usw.)')",
19,4.1.2.1,renewable,status,False,LandUse_LU_2.2.5,_S.xlsx,2. Erneuerbare,L57,Via renewable_to_excel.csv ('Anbaufläche'),
281,4.1.2.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L9,Via renewable_to_excel.csv ('Energieertrag'),
906,4.1.2.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M9,Via renewable_to_excel.csv ('Energieertrag'),
20,4.1.2.1.2,renewable,status,False,Renewable_4_1_2_1 * Renewable_4_1_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,L54,Via renewable_to_excel.csv ('Energieholzaufkommen'),
907,4.1.2.1.2_ziel_target,renewable,ziel,False,Renewable_4_1_2_1 * Renewable_4_1_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,M54,Via renewable_to_excel.csv ('Energieholzaufkommen'),
905,4.1.2.1_ziel_target,renewable,ziel,False,LandUse_LU_2.2.5,_S.xlsx,2. Erneuerbare,M57,Via renewable_to_excel.csv ('Anbaufläche'),
904,4.1.2_ziel_target,renewable,ziel,False,Renewable_4_1_2_1,_S.xlsx,2. Erneuerbare,M56,"Via renewable_to_excel.csv ('Aus Ackerbau (KUP, Miscanthus usw.)')",
21,4.1.3,renewable,status,False,Renewable_4_1_1_1_1_2 + Renewable_4_1_2_1_2,_S.xlsx,2. Erneuerbare,L61,Via renewable_to_excel.csv ('Energieholzaufkommen gesamt'),
22,4.1.3.1,renewable,status,True,-4.3,_S.xlsx,2. Erneuerbare,L62,Via renewable_to_excel.csv ('davon für Gebäudewärme'),
909,4.1.3.1_ziel_target,renewable,ziel,True,-4.3,_S.xlsx,2. Erneuerbare,M62,Via renewable_to_excel.csv ('davon für Gebäudewärme'),
23,4.1.3.2,renewable,status,False,100 - Renewable_4_1_3_1 - Renewable_4_1_3_3 - Renewable_4_1_3_4,_S.xlsx,2. Erneuerbare,L63,Via renewable_to_excel.csv ('davon für Prozesswärme'),
910,4.1.3.2_ziel_target,renewable,ziel,False,100 - Renewable_4_1_3_1 - Renewable_4_1_3_3 - Renewable_4_1_3_4,_S.xlsx,2. Erneuerbare,M63,Via renewable_to_excel.csv ('davon für Prozesswärme'),
282,4.1.3.3,renewable,status,True,,_S.xlsx,2. Erneuerbare,L64,Via renewable_to_excel.csv ('davon für Verstromung'),
911,4.1.3.3_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M64,Via renewable_to_excel.csv ('davon für Verstromung'),
283,4.1.3.4,renewable,status,True,,_S.xlsx,2. Erneuerbare,L65,Via renewable_to_excel.csv ('davon für Wärmenetze GW'),
912,4.1.3.4_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M65,Via renewable_to_excel.csv ('davon für Wärmenetze GW'),
908,4.1.3_ziel_target,renewable,ziel,False,Renewable_4_1_1_1_1_2 + Renewable_4_1_2_1_2,_S.xlsx,2. Erneuerbare,M61,Via renewable_to_excel.csv ('Energieholzaufkommen gesamt'),
898,4.1_ziel_target,renewable,ziel,False,Renewable_5_4_1_1 + Renewable_10_4_1_1 + Renewable_10_4_1_2 + Renewable_10_4_1_3 + Renewable_4_1_1 + Renewable_4_1_2 + Renewable_4_1_3,_S.xlsx,2. Erneuerbare,M49,Via renewable_to_excel.csv ('Energieholz'),
284,4.2,renewable,status,False,Renewable_5_4_2_1 + Renewable_5_4_2_2 + Renewable_5_4_2_3 + Renewable_5_4_2_4 + Renewable_4_2_1,_S.xlsx,2. Erneuerbare,L67,Via renewable_to_excel.csv ('Stroh aus Getreideanbau'),
24,4.2.1,renewable,status,False,LandUse_2.2.1,_S.xlsx,2. Erneuerbare,L68,Via renewable_to_excel.csv ('Getreide-Anbaufläche'),
285,4.2.1.1,renewable,status,True,,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
286,4.2.1.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L9,Via renewable_to_excel.csv ('Energieertrag'),
916,4.2.1.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M9,Via renewable_to_excel.csv ('Energieertrag'),
25,4.2.1.1.2,renewable,status,False,Renewable_4_2_1 * Renewable_4_2_1_1 / 100 * Renewable_4_2_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,L71,Via renewable_to_excel.csv ('Strohbrennstoff-Aufkommen'),
287,4.2.1.1.2.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L62,Via renewable_to_excel.csv ('davon für Gebäudewärme'),
918,4.2.1.1.2.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M62,Via renewable_to_excel.csv ('davon für Gebäudewärme'),
26,4.2.1.1.2.2,renewable,status,False,100 - Renewable_4_2_1_1_2_1 - Renewable_4_2_1_1_2_3 - Renewable_4_2_1_1_2_4,_S.xlsx,2. Erneuerbare,L63,Via renewable_to_excel.csv ('davon für Prozesswärme'),
919,4.2.1.1.2.2_ziel_target,renewable,ziel,False,100 - Renewable_4_2_1_1_2_1 - Renewable_4_2_1_1_2_3 - Renewable_4_2_1_1_2_4,_S.xlsx,2. Erneuerbare,M63,Via renewable_to_excel.csv ('davon für Prozesswärme'),
288,4.2.1.1.2.3,renewable,status,True,,_S.xlsx,2. Erneuerbare,L64,Via renewable_to_excel.csv ('davon für Verstromung'),
920,4.2.1.1.2.3_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M64,Via renewable_to_excel.csv ('davon für Verstromung'),
289,4.2.1.1.2.4,renewable,status,True,,_S.xlsx,2. Erneuerbare,L65,Via renewable_to_excel.csv ('davon für Wärmenetze GW'),
921,4.2.1.1.2.4_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M65,Via renewable_to_excel.csv ('davon für Wärmenetze GW'),
917,4.2.1.1.2_ziel_target,renewable,ziel,False,Renewable_4_2_1 * Renewable_4_2_1_1 / 100 * Renewable_4_2_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,M71,Via renewable_to_excel.csv ('Strohbrennstoff-Aufkommen'),
915,4.2.1.1_ziel_target,renewable,ziel,True,,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
914,4.2.1_target,renewable,ziel,False,LandUse_2.2.1,_S.xlsx,2. Erneuerbare,M68,Via renewable_to_excel.csv ('Getreide-Anbaufläche'),
913,4.2_ziel_target,renewable,ziel,False,Renewable_5_4_2_1 + Renewable_5_4_2_2 + Renewable_5_4_2_3 + Renewable_5_4_2_4 + Renewable_4_2_1,_S.xlsx,2. Erneuerbare,M67,Via renewable_to_excel.csv ('Stroh aus Getreideanbau'),
27,4.3,renewable,status,False,Renewable_4_1_3 + Renewable_4_2_1_1_2,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
290,4.3.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L79,Via renewable_to_excel.csv ('davon Einsatz für Gebäudewärme'),
923,4.3.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M79,Via renewable_to_excel.csv ('davon Einsatz für Gebäudewärme'),
28,4.3.2,renewable,status,False,Renewable_4_1_3*Renewable_4_1_3_2/100+Renewable_4_2_1_1_2*Renewable_4_2_1_1_2_2,_S.xlsx,2. Erneuerbare,L81,Via renewable_to_excel.csv ('davon Einsatz für Prozesswärme'),
924,4.3.2_ziel_target,renewable,ziel,False,Renewable_4_2_1_1_2+Renewable_4_1_2_1_2+Renewable_4_1_1_1_1_2,_S.xlsx,2. Erneuerbare,M81,Via renewable_to_excel.csv ('davon Einsatz für Prozesswärme'),
29,4.3.3,renewable,status,False,Renewable_4_1_3*Renewable_4_1_3_3/100+Renewable_4_2_1_1_2*Renewable_4_2_1_1_2_3/100,_S.xlsx,2. Erneuerbare,L83,Via renewable_to_excel.csv ('davon Einsatz für Verstromung'),
291,4.3.3.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L84,Via renewable_to_excel.csv ('Nutzungsgrad Kraftwerk'),
926,4.3.3.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M84,Via renewable_to_excel.csv ('Nutzungsgrad Kraftwerk'),
30,4.3.3.2,renewable,status,False,Renewable_4_3_3 * Renewable_4_3_3_1 / 100,_S.xlsx,2. Erneuerbare,L15,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
927,4.3.3.2_ziel_target,renewable,ziel,False,Renewable_4_3_3 * Renewable_4_3_3_1 / 100,_S.xlsx,2. Erneuerbare,M15,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
292,4.3.3.3,renewable,status,True,,_S.xlsx,2. Erneuerbare,L86,Via renewable_to_excel.csv ('Nutzungsgrad KWK-Abwärme effektiv'),
928,4.3.3.3_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M86,Via renewable_to_excel.csv ('Nutzungsgrad KWK-Abwärme effektiv'),
31,4.3.3.4,renewable,status,False,Renewable_4_3_3_2 * Renewable_4_3_3_3 / Renewable_4_3_3_1,_S.xlsx,2. Erneuerbare,L87,Via renewable_to_excel.csv ('Wärmenetze GW (Endenergie)'),
929,4.3.3.4_ziel_target,renewable,ziel,False,Renewable_4_3_3_2 * Renewable_4_3_3_3 / Renewable_4_3_3_1,_S.xlsx,2. Erneuerbare,M87,Via renewable_to_excel.csv ('Wärmenetze GW (Endenergie)'),
925,4.3.3_ziel_target,renewable,ziel,False,Renewable_4_3 * Renewable_4_1_3_3 / 100,_S.xlsx,2. Erneuerbare,M83,Via renewable_to_excel.csv ('davon Einsatz für Verstromung'),
32,4.3.4,renewable,status,False,Renewable_4_3 * Renewable_4_1_3_4 / 100,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
293,4.3.4.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L90,Via renewable_to_excel.csv ('Nutzungsgrad Heizwerk/Wärmenetz'),
931,4.3.4.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M90,Via renewable_to_excel.csv ('Nutzungsgrad Heizwerk/Wärmenetz'),
33,4.3.4.2,renewable,status,False,Renewable_4_3_4 * Renewable_4_3_4_1 / 100,_S.xlsx,2. Erneuerbare,L87,Via renewable_to_excel.csv ('Wärmenetze GW (Endenergie)'),
932,4.3.4.2_ziel_target,renewable,ziel,False,Renewable_4_3_4 * Renewable_4_3_4_1 / 100,_S.xlsx,2. Erneuerbare,M87,Via renewable_to_excel.csv ('Wärmenetze GW (Endenergie)'),
930,4.3.4_ziel_target,renewable,ziel,False,Renewable_4_3 * Renewable_4_1_3_4 / 100,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
922,4.3_ziel_target,renewable,ziel,False,Renewable_4_1_3 + Renewable_4_2_1_1_2,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
34,4.4,renewable,status,False,Renewable_4_4_1 + Renewable_4_4_2,_S.xlsx,2. Erneuerbare,L93,Via renewable_to_excel.csv ('Biogener Anteil der Abfälle (fest)'),
294,4.4.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L15,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
934,4.4.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M15,Via renewable_to_excel.csv ('Bruttostromerzeugung'),
295,4.4.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L87,Via renewable_to_excel.csv ('Wärmenetze GW (Endenergie)'),
935,4.4.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M87,Via renewable_to_excel.csv ('Wärmenetze GW (Endenergie)'),
933,4.4_ziel_target,renewable,ziel,False,Renewable_4_4_1 + Renewable_4_4_2,_S.xlsx,2. Erneuerbare,M93,Via renewable_to_excel.csv ('Biogener Anteil der Abfälle (fest)'),
897,4._ziel_target,renewable,ziel,False,Renewable_5_4_1 + Renewable_5_4_1_1 + Renewable_5_4_2 + Renewable_5_4_2_1 + Renewable_5_4_2_2 + Renewable_5_4_2_3 + Renewable_5_4_2_4 + Renewable_5_4_3 + Renewable_5_4_3_1 + Renewable_5_4_3_2 + Renewable_5_4_4 + Renewable_5_4_4_1 + Renewable_5_4_4_2 + Renewable_10_4_1 + Renewable_10_4_1_1 + Renewable_10_4_1_2 + Renewable_10_4_1_3 + Renewable_10_4_2 + Renewable_10_4_3 + Renewable_4_4 + Renewable_4_4_1 + Renewable_4_4_2 + Renewable_4_1 + Renewable_4_1_1 + Renewable_4_1_1_1 + Renewable_4_1_1_1_1 + Renewable_4_1_1_1_1_1 + Renewable_4_1_1_1_1_2 + Renewable_4_1_2 + Renewable_4_1_2_1 + Renewable_4_1_2_1_1 + Renewable_4_1_2_1_2 + Renewable_4_1_3 + Renewable_4_1_3_1 + Renewable_4_1_3_2 + Renewable_4_1_3_3 + Renewable_4_1_3_4 + Renewable_4_3 + Renewable_4_3_1 + Renewable_4_3_2 + Renewable_4_3_3 + Renewable_4_3_3_1 + Renewable_4_3_3_2 + Renewable_4_3_3_3 + Renewable_4_3_3_4 + Renewable_4_3_4 + Renewable_4_3_4_1 + Renewable_4_3_4_2 + Renewable_4_2 + Renewable_4_2_1 + Renewable_4_2_1_1 + Renewable_4_2_1_1_1 + Renewable_4_2_1_1_2 + Renewable_4_2_1_1_2_1 + Renewable_4_2_1_1_2_2 + Renewable_4_2_1_1_2_3 + Renewable_4_2_1_1_2_4 + Renewable_9_4_3_2 + Renewable_9_2_1_4_1 + Renewable_9_2_1_4_2 + Renewable_9_4_1 + Renewable_9_4_2 + Renewable_9_4_3 + Renewable_9_4_3_1 + Renewable_9_4_3_3 + Renewable_7_1_4_1 + Renewable_7_1_4_2 + Renewable_7_1_4_3 + Renewable_7_1_4_3_1 + Renewable_7_1_4_3_2 + Renewable_7_1_4_3_3 + Renewable_7_1_4_3_4,_S.xlsx,2. Erneuerbare,M48,Via renewable_to_excel.csv ('Biogene Brennstoffe (fest)'),
296,5,renewable,status,True,,,,,,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).
35,5.1,renewable,status,False,LandUse_2.2.2,_S.xlsx,2. Erneuerbare,L98,Via renewable_to_excel.csv ('Anbaufläche Energiepflanzen für Biogas'),
297,5.1.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L99,Via renewable_to_excel.csv ('Biogas – Methanertrag'),
938,5.1.1_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M99,Via renewable_to_excel.csv ('Biogas – Methanertrag'),
36,5.1.2,renewable,status,False,Renewable_5_1 * Renewable_5_1_1 / 1000,_S.xlsx,2. Erneuerbare,L100,Via renewable_to_excel.csv ('Biogas aus Energiepflanzen-Anbau'),
939,5.1.2_ziel_target,renewable,ziel,False,Renewable_5_1 * Renewable_5_1_1 / 1000,_S.xlsx,2. Erneuerbare,M100,Via renewable_to_excel.csv ('Biogas aus Energiepflanzen-Anbau'),
937,5.1_target,renewable,ziel,False,LandUse_2.2.2,_S.xlsx,2. Erneuerbare,M98,Via renewable_to_excel.csv ('Anbaufläche Energiepflanzen für Biogas'),
298,5.2,renewable,status,True,,_S.xlsx,2. Erneuerbare,L102,Via renewable_to_excel.csv ('Biogas aus Abfall-/Reststoffverwertung'),
940,5.2_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M102,Via renewable_to_excel.csv ('Biogas aus Abfall-/Reststoffverwertung'),
299,5.3,renewable,status,True,,_S.xlsx,2. Erneuerbare,L103,Via renewable_to_excel.csv ('Biogas aus Kläranlagen und Deponien'),
941,5.3_ziel_target,renewable,ziel,True,,_S.xlsx,2. Erneuerbare,M103,Via renewable_to_excel.csv ('Biogas aus Kläranlagen und Deponien'),
37,5.4,renewable,status,False,Renewable_5_1_2 + Renewable_5_2 + Renewable_5_3,_S.xlsx,2. Erneuerbare,L104,Via renewable_to_excel.csv ('Biogasaufkommen insgesamt'),
300,5.4.1,renewable,status,True,,_S.xlsx,2. Erneuerbare,L81,Via renewable_to_excel.csv ('davon Einsatz für Prozesswärme'),
38,5.4.1.1,renewable,status,False,Renewable_5_4 * Renewable_5_4_1 / 100,_S.xlsx,2. Erneuerbare,L106,Via renewable_to_excel.csv ('Biogas für Prozesswärme'),
944,5.4.1.1_ziel_target,renewable,ziel,False,Renewable_5_4 * Renewable_5_4_1 / 100,_S.xlsx,2. Erneuerbare,M106,Via renewable_to_excel.csv ('Biogas für Prozesswärme'),
