formula_id,formula_key,category,formula_type,db_expression,excel_book,excel_sheet,excel_cell,excel_formula,excel_value,verdict,note,diff_category,diff_note
19,4.1.2.1,renewable,status,LandUse_LU_2.2.5,_S.xlsx,2. Erneuerbare,L57,=AP57,=AP57,EQUIVALENT,"Both are single-variable references (DB uses code name, Excel uses cell ref)",,
281,4.1.2.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L9,=AT9,=AT9,DB_EMPTY,DB formula expression is empty (input/fixed row),,
906,4.1.2.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M9,"=IF(P9="""",AU9,P9)","=IF(P9="""",AU9,P9)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
20,4.1.2.1.2,renewable,status,Renewable_4_1_2_1 * Renewable_4_1_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,L54,=L51*L52%*L53/1000,=L51*L52%*L53/1000,DIFFERENT,DB='renewable_4_1_2_1*renewable_4_1_2_1_1/1000' vs Excel='l51*l52%*l53/1000',REAL_DIFF,DB_ops=*/ XL_ops=**/; investigate
907,4.1.2.1.2_ziel_target,renewable,ziel,Renewable_4_1_2_1 * Renewable_4_1_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,M54,=M51*M52%*M53/1000,=M51*M52%*M53/1000,DIFFERENT,DB='renewable_4_1_2_1*renewable_4_1_2_1_1/1000' vs Excel='m51*m52%*m53/1000',REAL_DIFF,DB_ops=*/ XL_ops=**/; investigate
905,4.1.2.1_ziel_target,renewable,ziel,LandUse_LU_2.2.5,_S.xlsx,2. Erneuerbare,M57,"=IF(P57="""",AQ57,P57)","=IF(P57="""",AQ57,P57)",EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
904,4.1.2_ziel_target,renewable,ziel,Renewable_4_1_2_1,_S.xlsx,2. Erneuerbare,M56,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
21,4.1.3,renewable,status,Renewable_4_1_1_1_1_2 + Renewable_4_1_2_1_2,_S.xlsx,2. Erneuerbare,L61,=L54+L59,=L54+L59,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
22,4.1.3.1,renewable,status,-4.3,_S.xlsx,2. Erneuerbare,L62,=AT62,=AT62,DIFFERENT,DB='-4.3' vs Excel='at62',REAL_DIFF,DB_ops=- XL_ops=; investigate
909,4.1.3.1_ziel_target,renewable,ziel,-4.3,_S.xlsx,2. Erneuerbare,M62,"=IF(P62="""",AU62,P62)","=IF(P62="""",AU62,P62)",DIFFERENT,"DB='-4.3' vs Excel='if(p62="""",au62,p62)'",REAL_DIFF,DB_ops=- XL_ops=; investigate
23,4.1.3.2,renewable,status,100 - Renewable_4_1_3_1 - Renewable_4_1_3_3 - Renewable_4_1_3_4,_S.xlsx,2. Erneuerbare,L63,=AT63,=AT63,DIFFERENT,DB='100-renewable_4_1_3_1-renewable_4_1_3_3-renewable_4_1_3_4' vs Excel='at63',REAL_DIFF,DB_ops=--- XL_ops=; investigate
910,4.1.3.2_ziel_target,renewable,ziel,100 - Renewable_4_1_3_1 - Renewable_4_1_3_3 - Renewable_4_1_3_4,_S.xlsx,2. Erneuerbare,M63,=100-M62-M64-M65,=100-M62-M64-M65,EQUIVALENT,"Same structural shape '---'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
282,4.1.3.3,renewable,status,,_S.xlsx,2. Erneuerbare,L64,=AT64,=AT64,DB_EMPTY,DB formula expression is empty (input/fixed row),,
911,4.1.3.3_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M64,"=IF(P64="""",AU64,P64)","=IF(P64="""",AU64,P64)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
283,4.1.3.4,renewable,status,,_S.xlsx,2. Erneuerbare,L65,=AT65,=AT65,DB_EMPTY,DB formula expression is empty (input/fixed row),,
912,4.1.3.4_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M65,"=IF(P65="""",AU65,P65)","=IF(P65="""",AU65,P65)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
908,4.1.3_ziel_target,renewable,ziel,Renewable_4_1_1_1_1_2 + Renewable_4_1_2_1_2,_S.xlsx,2. Erneuerbare,M61,=M54+M59,=M54+M59,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
898,4.1_ziel_target,renewable,ziel,Renewable_5_4_1_1 + Renewable_10_4_1_1 + Renewable_10_4_1_2 + Renewable_10_4_1_3 + Renewable_4_1_1 + Renewable_4_1_2 + Renewable_4_1_3,_S.xlsx,2. Erneuerbare,M49,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
284,4.2,renewable,status,Renewable_5_4_2_1 + Renewable_5_4_2_2 + Renewable_5_4_2_3 + Renewable_5_4_2_4 + Renewable_4_2_1,_S.xlsx,2. Erneuerbare,L67,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
24,4.2.1,renewable,status,LandUse_2.2.1,_S.xlsx,2. Erneuerbare,L68,=AP68,=AP68,EQUIVALENT,"Both are single-variable references (DB uses code name, Excel uses cell ref)",,
285,4.2.1.1,renewable,status,,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
286,4.2.1.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L9,=AT9,=AT9,DB_EMPTY,DB formula expression is empty (input/fixed row),,
916,4.2.1.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M9,"=IF(P9="""",AU9,P9)","=IF(P9="""",AU9,P9)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
25,4.2.1.1.2,renewable,status,Renewable_4_2_1 * Renewable_4_2_1_1 / 100 * Renewable_4_2_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,L71,=L68*L69%*L70/1000,=L68*L69%*L70/1000,DIFFERENT,DB='renewable_4_2_1*renewable_4_2_1_1/100*renewable_4_2_1_1_1/1000' vs Excel='l68*l69%*l70/1000',REAL_DIFF,DB_ops=*/*/ XL_ops=**/; investigate
287,4.2.1.1.2.1,renewable,status,,_S.xlsx,2. Erneuerbare,L62,=AT62,=AT62,DB_EMPTY,DB formula expression is empty (input/fixed row),,
918,4.2.1.1.2.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M62,"=IF(P62="""",AU62,P62)","=IF(P62="""",AU62,P62)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
26,4.2.1.1.2.2,renewable,status,100 - Renewable_4_2_1_1_2_1 - Renewable_4_2_1_1_2_3 - Renewable_4_2_1_1_2_4,_S.xlsx,2. Erneuerbare,L63,=AT63,=AT63,DIFFERENT,DB='100-renewable_4_2_1_1_2_1-renewable_4_2_1_1_2_3-renewable_4_2_1_1_2_4' vs Excel='at63',REAL_DIFF,DB_ops=--- XL_ops=; investigate
919,4.2.1.1.2.2_ziel_target,renewable,ziel,100 - Renewable_4_2_1_1_2_1 - Renewable_4_2_1_1_2_3 - Renewable_4_2_1_1_2_4,_S.xlsx,2. Erneuerbare,M63,=100-M62-M64-M65,=100-M62-M64-M65,EQUIVALENT,"Same structural shape '---'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
288,4.2.1.1.2.3,renewable,status,,_S.xlsx,2. Erneuerbare,L64,=AT64,=AT64,DB_EMPTY,DB formula expression is empty (input/fixed row),,
920,4.2.1.1.2.3_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M64,"=IF(P64="""",AU64,P64)","=IF(P64="""",AU64,P64)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
289,4.2.1.1.2.4,renewable,status,,_S.xlsx,2. Erneuerbare,L65,=AT65,=AT65,DB_EMPTY,DB formula expression is empty (input/fixed row),,
921,4.2.1.1.2.4_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M65,"=IF(P65="""",AU65,P65)","=IF(P65="""",AU65,P65)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
917,4.2.1.1.2_ziel_target,renewable,ziel,Renewable_4_2_1 * Renewable_4_2_1_1 / 100 * Renewable_4_2_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,M71,=M68*M69%*M70/1000,=M68*M69%*M70/1000,DIFFERENT,DB='renewable_4_2_1*renewable_4_2_1_1/100*renewable_4_2_1_1_1/1000' vs Excel='m68*m69%*m70/1000',REAL_DIFF,DB_ops=*/*/ XL_ops=**/; investigate
915,4.2.1.1_ziel_target,renewable,ziel,,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
914,4.2.1_target,renewable,ziel,LandUse_2.2.1,_S.xlsx,2. Erneuerbare,M68,"=IF(P68="""",AQ68,P68)","=IF(P68="""",AQ68,P68)",EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
913,4.2_ziel_target,renewable,ziel,Renewable_5_4_2_1 + Renewable_5_4_2_2 + Renewable_5_4_2_3 + Renewable_5_4_2_4 + Renewable_4_2_1,_S.xlsx,2. Erneuerbare,M67,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
27,4.3,renewable,status,Renewable_4_1_3 + Renewable_4_2_1_1_2,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
290,4.3.1,renewable,status,,_S.xlsx,2. Erneuerbare,L79,=L61*L62%+L71*L72%,=L61*L62%+L71*L72%,DB_EMPTY,DB formula expression is empty (input/fixed row),,
923,4.3.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M79,=M61*M62%+M71*M72%,=M61*M62%+M71*M72%,DB_EMPTY,DB formula expression is empty (input/fixed row),,
28,4.3.2,renewable,status,Renewable_4_1_3*Renewable_4_1_3_2/100+Renewable_4_2_1_1_2*Renewable_4_2_1_1_2_2,_S.xlsx,2. Erneuerbare,L81,=L61*L63%+L71*L73%,=L61*L63%+L71*L73%,DIFFERENT,DB='renewable_4_1_3*renewable_4_1_3_2/100+renewable_4_2_1_1_2*renewable_4_2_1_1_2_2' vs Excel='l61*l63%+l71*l73%',REAL_DIFF,DB_ops=*/+* XL_ops=*+*; investigate
924,4.3.2_ziel_target,renewable,ziel,Renewable_4_2_1_1_2+Renewable_4_1_2_1_2+Renewable_4_1_1_1_1_2,_S.xlsx,2. Erneuerbare,M81,=M61*M63%+M71*M73%,=M61*M63%+M71*M73%,DIFFERENT,DB='renewable_4_2_1_1_2+renewable_4_1_2_1_2+renewable_4_1_1_1_1_2' vs Excel='m61*m63%+m71*m73%',REAL_DIFF,DB_ops=++ XL_ops=*+*; investigate
29,4.3.3,renewable,status,Renewable_4_1_3*Renewable_4_1_3_3/100+Renewable_4_2_1_1_2*Renewable_4_2_1_1_2_3/100,_S.xlsx,2. Erneuerbare,L83,=L61*L64%+L71*L74%,=L61*L64%+L71*L74%,DIFFERENT,DB='renewable_4_1_3*renewable_4_1_3_3/100+renewable_4_2_1_1_2*renewable_4_2_1_1_2_3/' vs Excel='l61*l64%+l71*l74%',REAL_DIFF,DB_ops=*/+*/ XL_ops=*+*; investigate
291,4.3.3.1,renewable,status,,_S.xlsx,2. Erneuerbare,L84,=AT84,=AT84,DB_EMPTY,DB formula expression is empty (input/fixed row),,
926,4.3.3.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M84,"=IF(P84="""",AU84,P84)","=IF(P84="""",AU84,P84)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
30,4.3.3.2,renewable,status,Renewable_4_3_3 * Renewable_4_3_3_1 / 100,_S.xlsx,2. Erneuerbare,L15,=L6*L13%*L14/1000,=L6*L13%*L14/1000,DIFFERENT,DB='renewable_4_3_3*renewable_4_3_3_1/100' vs Excel='l6*l13%*l14/1000',REAL_DIFF,DB_ops=*/ XL_ops=**/; investigate
927,4.3.3.2_ziel_target,renewable,ziel,Renewable_4_3_3 * Renewable_4_3_3_1 / 100,_S.xlsx,2. Erneuerbare,M15,=M6*M13%*M14/1000,=M6*M13%*M14/1000,DIFFERENT,DB='renewable_4_3_3*renewable_4_3_3_1/100' vs Excel='m6*m13%*m14/1000',REAL_DIFF,DB_ops=*/ XL_ops=**/; investigate
292,4.3.3.3,renewable,status,,_S.xlsx,2. Erneuerbare,L86,=AT86,=AT86,DB_EMPTY,DB formula expression is empty (input/fixed row),,
928,4.3.3.3_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M86,"=IF(P86="""",AU86,P86)","=IF(P86="""",AU86,P86)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
31,4.3.3.4,renewable,status,Renewable_4_3_3_2 * Renewable_4_3_3_3 / Renewable_4_3_3_1,_S.xlsx,2. Erneuerbare,L87,=L83*L86%,=L83*L86%,EQUIVALENT,PCT_SHORTHAND: Excel '%' shorthand vs explicit '/100' in DB (equivalent),PCT_SHORTHAND,Excel '%' shorthand vs explicit '/100' in DB (equivalent)
929,4.3.3.4_ziel_target,renewable,ziel,Renewable_4_3_3_2 * Renewable_4_3_3_3 / Renewable_4_3_3_1,_S.xlsx,2. Erneuerbare,M87,=M83*M86%,=M83*M86%,EQUIVALENT,PCT_SHORTHAND: Excel '%' shorthand vs explicit '/100' in DB (equivalent),PCT_SHORTHAND,Excel '%' shorthand vs explicit '/100' in DB (equivalent)
925,4.3.3_ziel_target,renewable,ziel,Renewable_4_3 * Renewable_4_1_3_3 / 100,_S.xlsx,2. Erneuerbare,M83,=M61*M64%+M71*M74%,=M61*M64%+M71*M74%,DIFFERENT,DB='renewable_4_3*renewable_4_1_3_3/100' vs Excel='m61*m64%+m71*m74%',REAL_DIFF,DB_ops=*/ XL_ops=*+*; investigate
32,4.3.4,renewable,status,Renewable_4_3 * Renewable_4_1_3_4 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
293,4.3.4.1,renewable,status,,_S.xlsx,2. Erneuerbare,L90,=AT90,=AT90,DB_EMPTY,DB formula expression is empty (input/fixed row),,
931,4.3.4.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M90,"=IF(P90="""",AU90,P90)","=IF(P90="""",AU90,P90)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
33,4.3.4.2,renewable,status,Renewable_4_3_4 * Renewable_4_3_4_1 / 100,_S.xlsx,2. Erneuerbare,L87,=L83*L86%,=L83*L86%,DIFFERENT,DB='renewable_4_3_4*renewable_4_3_4_1/100' vs Excel='l83*l86%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
932,4.3.4.2_ziel_target,renewable,ziel,Renewable_4_3_4 * Renewable_4_3_4_1 / 100,_S.xlsx,2. Erneuerbare,M87,=M83*M86%,=M83*M86%,DIFFERENT,DB='renewable_4_3_4*renewable_4_3_4_1/100' vs Excel='m83*m86%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
930,4.3.4_ziel_target,renewable,ziel,Renewable_4_3 * Renewable_4_1_3_4 / 100,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
922,4.3_ziel_target,renewable,ziel,Renewable_4_1_3 + Renewable_4_2_1_1_2,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
34,4.4,renewable,status,Renewable_4_4_1 + Renewable_4_4_2,_S.xlsx,2. Erneuerbare,L93,=L94+L95,=L94+L95,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
294,4.4.1,renewable,status,,_S.xlsx,2. Erneuerbare,L15,=L6*L13%*L14/1000,=L6*L13%*L14/1000,DB_EMPTY,DB formula expression is empty (input/fixed row),,
934,4.4.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M15,=M6*M13%*M14/1000,=M6*M13%*M14/1000,DB_EMPTY,DB formula expression is empty (input/fixed row),,
295,4.4.2,renewable,status,,_S.xlsx,2. Erneuerbare,L87,=L83*L86%,=L83*L86%,DB_EMPTY,DB formula expression is empty (input/fixed row),,
935,4.4.2_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M87,=M83*M86%,=M83*M86%,DB_EMPTY,DB formula expression is empty (input/fixed row),,
933,4.4_ziel_target,renewable,ziel,Renewable_4_4_1 + Renewable_4_4_2,_S.xlsx,2. Erneuerbare,M93,=M94+M95,=M94+M95,EQUIVALENT,"Same structural shape '+'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
897,4._ziel_target,renewable,ziel,Renewable_5_4_1 + Renewable_5_4_1_1 + Renewable_5_4_2 + Renewable_5_4_2_1 + Renewable_5_4_2_2 + Renewable_5_4_2_3 + Renewable_5_4_2_4 + Renewable_5_4_3 + Renewable_5_4_3_1 + Renewable_5_4_3_2 + Renewable_5_4_4 + Renewable_5_4_4_1 + Renewable_5_4_4_2 + Renewable_10_4_1 + Renewable_10_4_1_1 + Renewable_10_4_1_2 + Renewable_10_4_1_3 + Renewable_10_4_2 + Renewable_10_4_3 + Renewable_4_4 + Renewable_4_4_1 + Renewable_4_4_2 + Renewable_4_1 + Renewable_4_1_1 + Renewable_4_1_1_1 + Renewable_4_1_1_1_1 + Renewable_4_1_1_1_1_1 + Renewable_4_1_1_1_1_2 + Renewable_4_1_2 + Renewable_4_1_2_1 + Renewable_4_1_2_1_1 + Renewable_4_1_2_1_2 + Renewable_4_1_3 + Renewable_4_1_3_1 + Renewable_4_1_3_2 + Renewable_4_1_3_3 + Renewable_4_1_3_4 + Renewable_4_3 + Renewable_4_3_1 + Renewable_4_3_2 + Renewable_4_3_3 + Renewable_4_3_3_1 + Renewable_4_3_3_2 + Renewable_4_3_3_3 + Renewable_4_3_3_4 + Renewable_4_3_4 + Renewable_4_3_4_1 + Renewable_4_3_4_2 + Renewable_4_2 + Renewable_4_2_1 + Renewable_4_2_1_1 + Renewable_4_2_1_1_1 + Renewable_4_2_1_1_2 + Renewable_4_2_1_1_2_1 + Renewable_4_2_1_1_2_2 + Renewable_4_2_1_1_2_3 + Renewable_4_2_1_1_2_4 + Renewable_9_4_3_2 + Renewable_9_2_1_4_1 + Renewable_9_2_1_4_2 + Renewable_9_4_1 + Renewable_9_4_2 + Renewable_9_4_3 + Renewable_9_4_3_1 + Renewable_9_4_3_3 + Renewable_7_1_4_1 + Renewable_7_1_4_2 + Renewable_7_1_4_3 + Renewable_7_1_4_3_1 + Renewable_7_1_4_3_2 + Renewable_7_1_4_3_3 + Renewable_7_1_4_3_4,_S.xlsx,2. Erneuerbare,M48,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
296,5,renewable,status,,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
35,5.1,renewable,status,LandUse_2.2.2,_S.xlsx,2. Erneuerbare,L98,=AP98,=AP98,EQUIVALENT,"Both are single-variable references (DB uses code name, Excel uses cell ref)",,
297,5.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L99,=AT99,=AT99,DB_EMPTY,DB formula expression is empty (input/fixed row),,
938,5.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M99,"=IF(P99="""",AU99,P99)","=IF(P99="""",AU99,P99)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
36,5.1.2,renewable,status,Renewable_5_1 * Renewable_5_1_1 / 1000,_S.xlsx,2. Erneuerbare,L100,=L98*L99/1000,=L98*L99/1000,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
939,5.1.2_ziel_target,renewable,ziel,Renewable_5_1 * Renewable_5_1_1 / 1000,_S.xlsx,2. Erneuerbare,M100,=M98*M99/1000,=M98*M99/1000,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
937,5.1_target,renewable,ziel,LandUse_2.2.2,_S.xlsx,2. Erneuerbare,M98,"=IF(P98="""",AQ98,P98)","=IF(P98="""",AQ98,P98)",EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
298,5.2,renewable,status,,_S.xlsx,2. Erneuerbare,L102,=AT102,=AT102,DB_EMPTY,DB formula expression is empty (input/fixed row),,
940,5.2_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M102,"=IF(P102="""",AU102,P102)","=IF(P102="""",AU102,P102)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
299,5.3,renewable,status,,_S.xlsx,2. Erneuerbare,L103,=AT103,=AT103,DB_EMPTY,DB formula expression is empty (input/fixed row),,
941,5.3_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M103,"=IF(P103="""",AU103,P103)","=IF(P103="""",AU103,P103)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
37,5.4,renewable,status,Renewable_5_1_2 + Renewable_5_2 + Renewable_5_3,_S.xlsx,2. Erneuerbare,L104,=L100+L102+L103,=L100+L102+L103,EQUIVALENT,"Same structural shape '++'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
300,5.4.1,renewable,status,,_S.xlsx,2. Erneuerbare,L81,=L61*L63%+L71*L73%,=L61*L63%+L71*L73%,DB_EMPTY,DB formula expression is empty (input/fixed row),,
38,5.4.1.1,renewable,status,Renewable_5_4 * Renewable_5_4_1 / 100,_S.xlsx,2. Erneuerbare,L106,=L$104*L105%,=L$104*L105%,DIFFERENT,DB='renewable_5_4*renewable_5_4_1/100' vs Excel='l104*l105%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
944,5.4.1.1_ziel_target,renewable,ziel,Renewable_5_4 * Renewable_5_4_1 / 100,_S.xlsx,2. Erneuerbare,M106,=M$104*M105%,=M$104*M105%,DIFFERENT,DB='renewable_5_4*renewable_5_4_1/100' vs Excel='m104*m105%',REAL_DIFF,DB_ops=*/ XL_ops=*; investigate
943,5.4.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M81,=M61*M63%+M71*M73%,=M61*M63%+M71*M73%,DB_EMPTY,DB formula expression is empty (input/fixed row),,
301,5.4.2,renewable,status,,_S.xlsx,2. Erneuerbare,L64,=AT64,=AT64,DB_EMPTY,DB formula expression is empty (input/fixed row),,
302,5.4.2.1,renewable,status,,_S.xlsx,2. Erneuerbare,L84,=AT84,=AT84,DB_EMPTY,DB formula expression is empty (input/fixed row),,
946,5.4.2.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M84,"=IF(P84="""",AU84,P84)","=IF(P84="""",AU84,P84)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
39,5.4.2.2,renewable,status,Renewable_5_4 * Renewable_5_4_2 / 100 * Renewable_5_4_2_1 / 100,_S.xlsx,2. Erneuerbare,L85,=L83*L84%,=L83*L84%,DIFFERENT,DB='renewable_5_4*renewable_5_4_2/100*renewable_5_4_2_1/100' vs Excel='l83*l84%',REAL_DIFF,DB_ops=*/*/ XL_ops=*; investigate
947,5.4.2.2_ziel_target,renewable,ziel,Renewable_5_4 * Renewable_5_4_2 / 100 * Renewable_5_4_2_1 / 100,_S.xlsx,2. Erneuerbare,M85,=M83*M84%,=M83*M84%,DIFFERENT,DB='renewable_5_4*renewable_5_4_2/100*renewable_5_4_2_1/100' vs Excel='m83*m84%',REAL_DIFF,DB_ops=*/*/ XL_ops=*; investigate
303,5.4.2.3,renewable,status,,_S.xlsx,2. Erneuerbare,L86,=AT86,=AT86,DB_EMPTY,DB formula expression is empty (input/fixed row),,
948,5.4.2.3_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M86,"=IF(P86="""",AU86,P86)","=IF(P86="""",AU86,P86)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
40,5.4.2.4,renewable,status,Renewable_5_4 * (Renewable_5_4_2 / 100) * (Renewable_5_4_2_3 / 100),_S.xlsx,2. Erneuerbare,L112,=L104*L108%*L111%,=L104*L108%*L111%,DIFFERENT,DB='renewable_5_4*(renewable_5_4_2/100)*(renewable_5_4_2_3/100)' vs Excel='l104*l108%*l111%',REAL_DIFF,DB_ops=*/*/ XL_ops=**; investigate
949,5.4.2.4_ziel_target,renewable,ziel,Renewable_5_4 * (Renewable_5_4_2 / 100) * (Renewable_5_4_2_3 / 100),_S.xlsx,2. Erneuerbare,M112,=M104*M108%*M111%,=M104*M108%*M111%,DIFFERENT,DB='renewable_5_4*(renewable_5_4_2/100)*(renewable_5_4_2_3/100)' vs Excel='m104*m108%*m111%',REAL_DIFF,DB_ops=*/*/ XL_ops=**; investigate
945,5.4.2_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M64,"=IF(P64="""",AU64,P64)","=IF(P64="""",AU64,P64)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
304,5.4.3,renewable,status,,_S.xlsx,2. Erneuerbare,L114,=AT114,=AT114,DB_EMPTY,DB formula expression is empty (input/fixed row),,
305,5.4.3.1,renewable,status,,_S.xlsx,2. Erneuerbare,L115,=AT115,=AT115,DB_EMPTY,DB formula expression is empty (input/fixed row),,
951,5.4.3.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M115,"=IF(P115="""",AU115,P115)","=IF(P115="""",AU115,P115)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
41,5.4.3.2,renewable,status,Renewable_5_4 * Renewable_5_4_3 / 100 * Renewable_5_4_3_1 / 100,_S.xlsx,2. Erneuerbare,L116,=L$104*L114%*L115%,=L$104*L114%*L115%,DIFFERENT,DB='renewable_5_4*renewable_5_4_3/100*renewable_5_4_3_1/100' vs Excel='l104*l114%*l115%',REAL_DIFF,DB_ops=*/*/ XL_ops=**; investigate
952,5.4.3.2_ziel_target,renewable,ziel,Renewable_5_4 * Renewable_5_4_3 / 100 * Renewable_5_4_3_1 / 100,_S.xlsx,2. Erneuerbare,M116,=M$104*M114%*M115%,=M$104*M114%*M115%,DIFFERENT,DB='renewable_5_4*renewable_5_4_3/100*renewable_5_4_3_1/100' vs Excel='m104*m114%*m115%',REAL_DIFF,DB_ops=*/*/ XL_ops=**; investigate
950,5.4.3_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M114,"=IF(P114="""",AJ114,P114)","=IF(P114="""",AJ114,P114)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
306,5.4.4,renewable,status,,_S.xlsx,2. Erneuerbare,L258,=L259+L264,=L259+L264,DB_EMPTY,DB formula expression is empty (input/fixed row),,
307,5.4.4.1,renewable,status,,_S.xlsx,2. Erneuerbare,L119,=AT119,=AT119,DB_EMPTY,DB formula expression is empty (input/fixed row),,
954,5.4.4.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M119,"=IF(P119="""",AU119,P119)","=IF(P119="""",AU119,P119)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
